26.5814 29.1863 1
21.9557 19.8144 1
29.9110 21.1640 1
27.6107 27.6515 1
30.4901 25.6046 1
30.1093 23.5633 1
30.8234 30.3379 1
30.1801 24.6173 1
31.1368 23.8264 1
30.1439 29.1934 1
27.9116 22.2353 1
25.4706 21.8933 1
24.6148 15.2054 1
31.1488 26.8468 1
29.2134 26.5073 1
27.4812 28.4241 1
23.3362 28.6714 1
22.2552 23.0779 1
29.0457 27.0648 1
31.0871 30.2222 1
28.3222 26.6103 1
25.8873 34.5481 1
29.6417 20.3670 1
27.2859 29.7639 1
26.5194 22.2807 1
27.2547 31.1859 1
24.2159 17.4574 1
22.3543 22.3576 1
28.7384 22.8003 1
29.0915 25.9148 1
29.7174 25.0647 1
25.1084 19.7102 1
27.2332 29.1310 1
29.1093 25.0632 1
29.7382 22.0150 1
29.9143 21.1843 1
21.1723 31.9478 1
20.1909 30.4963 1
29.5590 22.1759 1
30.1958 20.9985 1
26.3092 18.4753 1
28.5848 26.1959 1
24.3524 30.2838 1
28.7293 22.2426 1
24.7740 22.0102 1
29.3084 20.5555 1
24.7164 19.6836 1
26.3930 24.0317 1
30.2225 28.1543 1
26.9028 31.4598 1
27.1963 16.5876 1
21.2404 30.1033 1
28.4138 30.1172 1
26.1616 18.3488 1
27.1324 20.1330 1
31.2029 30.7791 1
28.8827 30.0854 1
27.1445 34.0703 1
31.8420 26.0321 1
27.1582 29.9304 1
29.2569 27.9239 1
26.0374 23.8213 1
26.6628 29.3345 1
26.7785 30.7486 1
28.2277 28.3067 1
25.7400 20.8938 1
28.5319 23.7918 1
29.2502 23.0569 1
27.6017 20.0153 1
32.8742 22.7424 1
28.6890 27.3535 1
23.5813 31.7447 1
27.8873 29.3702 1
28.9257 21.9476 1
26.1124 28.1573 1
21.9430 18.6613 1
24.5112 28.0727 1
24.9322 22.2660 1
27.6560 24.8264 1
25.8245 19.7094 1
24.0837 28.5352 1
29.1790 28.1681 1
29.7438 25.2834 1
28.2238 28.8574 1
25.5966 20.6873 1
23.3903 29.4517 1
30.1383 26.5625 1
27.0895 17.1999 1
24.3196 27.4419 1
25.5690 19.2102 1
27.1664 19.9394 1
27.5260 17.6975 1
28.1049 28.1087 1
29.2994 30.2969 1
25.2949 30.0835 1
29.9746 26.6804 1
28.4474 24.2110 1
24.1505 28.6818 1
28.9565 22.0811 1
24.4442 20.8554 1
27.5901 31.0405 1
30.4867 24.4443 1
23.9810 30.1890 1
29.2363 27.0620 1
30.4900 29.1505 1
24.2726 28.3923 1
26.5910 30.9036 1
27.9226 27.6502 1
30.5078 22.8748 1
24.7659 32.2515 1
29.0520 22.5309 1
29.5276 21.7537 1
27.3082 30.5433 1
28.4063 21.3245 1
30.3825 20.9707 1
22.2526 22.3440 1
28.6799 24.4100 1
24.1724 35.0695 1
25.0253 20.2639 1
26.1958 19.6504 1
29.1620 24.8777 1
26.7995 27.1923 1
24.4528 31.5358 1
32.5612 23.7704 1
30.6015 20.0753 1
28.1791 25.9189 1
28.9794 28.9714 1
28.6464 21.4551 1
28.3620 26.6902 1
30.9454 25.9653 1
29.0359 27.4430 1
25.4824 19.2402 1
24.3519 27.0922 1
31.0546 24.9075 1
26.8292 21.4137 1
29.2496 18.7626 1
27.1189 29.3544 1
24.6093 26.2267 1
24.2728 20.4840 1
30.4081 25.8410 1
30.1580 22.1805 1
23.7606 20.5816 1
24.5816 28.6883 1
30.7386 29.3113 1
30.7737 29.0489 1
23.0245 23.9024 1
25.4685 24.0360 1
30.2209 22.8214 1
23.5773 30.2407 1
32.2811 28.0870 1
27.1481 25.4335 1
30.6497 26.7175 1
22.6079 22.1811 1
28.0760 22.9457 1
27.9815 20.6104 1
26.5620 30.0800 1
24.7491 30.3863 1
26.0466 21.1766 1
29.6626 22.7515 1
29.3181 26.6917 1
21.8527 26.6146 1
22.4615 22.0678 1
24.7352 30.7327 1
27.3267 21.2822 1
31.2494 23.1308 1
30.7417 24.3724 1
26.6991 17.8836 1
23.5579 19.6469 1
23.3726 32.3286 1
26.3146 31.5140 1
24.1218 30.3642 1
24.3749 21.0920 1
32.9489 24.8799 1
27.7489 20.4393 1
30.6804 20.9141 1
27.2537 28.1787 1
26.4032 21.6099 1
23.6139 17.8347 1
28.1462 27.5615 1
28.2234 23.2926 1
30.4462 30.9320 1
23.7345 19.0016 1
21.9895 21.7180 1
22.8996 20.6874 1
22.0550 28.1923 1
24.8666 29.8097 1
30.3552 20.8723 1
27.6455 29.1647 1
28.6310 24.4389 1
23.9353 22.5070 1
25.1452 30.0714 1
27.4951 23.3661 1
30.8196 19.9499 1
25.4550 20.3842 1
29.1849 26.9380 1
24.4200 16.9402 1
25.5274 32.3570 1
30.0188 28.2260 1
30.5330 21.2222 1
24.4673 20.4242 1
19.4733 20.9152 1
28.4945 23.4337 1
30.8143 25.0947 1
22.2987 30.4291 1
21.3180 20.9908 1
21.8539 20.2698 1
30.4273 19.1281 1
29.1801 23.3224 1
26.8238 21.2514 1
26.8124 18.7467 1
21.5383 17.8322 1
30.1008 28.5212 1
24.3435 21.8072 1
28.6507 23.2021 1
26.2523 30.9804 1
23.4705 30.1406 1
30.6516 22.2731 1
25.9744 27.5606 1
28.9352 28.7783 1
28.1325 21.4708 1
28.7264 28.1581 1
30.6966 28.7719 1
27.6781 30.1889 1
26.6027 24.9608 1
20.4076 28.3026 1
27.3889 20.8400 1
28.9772 24.2459 1
23.8296 19.4751 1
29.7347 31.7094 1
24.7491 31.1203 1
27.1159 20.5539 1
26.9615 27.4046 1
29.6340 22.7229 1
28.2638 18.8631 1
25.5009 27.2013 1
26.5818 17.7862 1
24.1801 30.4612 1
23.0016 28.9187 1
24.9189 21.3099 1
26.3421 27.7389 1
29.5782 21.2494 1
19.9994 29.7753 1
27.0816 20.1046 1
27.6847 21.6768 1
29.2813 31.8835 1
30.5602 22.2683 1
27.8140 25.7751 1
29.7986 25.2527 1
24.0757 22.1160 1
30.1554 28.3725 1
24.7657 26.3509 1
30.2013 22.2878 1
28.6143 25.1658 1
27.1821 21.4918 1
27.4014 29.1006 1
25.6542 32.3336 1
28.6509 30.0698 1
25.1862 30.4715 1
29.3983 27.7517 1
25.8998 24.6525 1
29.6011 28.4952 1
25.0491 30.9456 1
32.9971 22.7437 1
28.8001 32.3566 1
28.9935 24.9994 1
26.1753 30.1454 1
28.9351 29.6105 1
25.8161 18.3162 1
26.8036 25.8735 1
33.2385 27.2777 1
28.7988 28.9641 1
29.7937 25.6519 1
23.3192 18.1492 1
28.2982 28.8581 1
29.4318 21.9448 1
28.8331 17.1290 1
22.7436 21.9719 1
26.4496 20.9503 1
26.3654 18.9270 1
31.1377 27.1343 1
30.9416 24.0196 1
29.8307 27.3264 1
26.5331 23.1197 1
28.1721 24.1454 1
21.0415 27.8170 1
26.0851 19.1267 1
24.4001 30.6719 1
28.6337 18.1599 1
30.2986 24.9871 1
31.4762 28.6405 1
24.5466 22.8839 1
25.4160 31.7119 1
26.3620 28.1909 1
24.6902 20.7025 1
27.7350 27.2490 1
25.0759 30.6551 1
28.9073 29.0303 1
27.4236 25.3019 1
27.6687 26.2013 1
23.6437 21.2783 1
29.3025 23.7676 1
23.3125 32.0246 1
27.3151 18.9764 1
31.2490 24.4812 1
28.5963 32.0992 1
30.4906 26.7120 1
29.0658 25.3811 1
29.2181 30.0799 1
26.9779 31.8978 1
34.0821 22.1124 1
25.6317 30.0710 1
30.5010 26.9265 1
28.8469 23.3398 1
29.2255 19.3927 1
26.2909 22.0056 1
32.4807 28.9096 1
29.6690 23.5980 1
27.5730 19.6290 1
27.9904 24.5725 1
30.1810 26.8186 1
23.2376 23.0320 1
27.4274 20.9101 1
27.6861 28.6179 1
27.4189 33.6319 1
24.9747 19.1368 1
23.1175 22.6463 1
22.9106 16.5874 1
29.3841 18.1199 1
31.7481 20.7862 1
26.8193 30.0984 1
25.3705 21.5735 1
24.3716 31.6120 1
30.3704 21.6271 1
25.4910 30.5415 1
32.0199 25.5502 1
28.4157 30.3438 1
27.2389 27.3535 1
25.5953 18.2910 1
24.9194 32.1711 1
25.6985 29.7117 1
29.6976 28.2102 1
28.9472 23.6944 1
24.5071 18.7139 1
29.1032 22.6089 1
20.7341 20.5794 1
29.7257 29.4722 1
25.6684 22.1488 1
25.7267 19.8679 1
31.4700 23.3702 1
22.6742 21.3233 1
25.8772 19.2795 1
21.8626 24.4737 1
30.3422 28.7172 1
21.9054 19.1735 1
25.0170 19.6924 1
29.8542 30.0522 1
26.7118 26.6662 1
26.6799 33.5063 1
31.4899 20.6569 1
23.7587 24.1597 1
29.0808 27.4083 1
29.4691 21.3581 1
27.2974 28.9380 1
24.0456 21.1000 1
28.1079 24.5715 1
28.1985 20.8817 1
25.9084 30.8787 1
23.3011 28.6186 1
24.6301 28.2953 1
